user_id,loyalty_tier,hotel_id,checkin_date,checkout_date,length_of_stay,price_paid,trip_purpose,party_type,rating
U0093,Diamond,H041,8/30/24,9/2/24,3,1308,Leisure,Couple,4
U0093,Diamond,H082,8/26/24,8/28/24,2,928,Leisure,Solo,4
U0093,Diamond,H094,4/13/25,4/16/25,3,819,Leisure,Family,2.5
U0093,Diamond,H092,7/16/25,7/19/25,3,1896,Family,Family,3
U0093,Diamond,H031,5/25/24,5/26/24,1,503,Business,Solo,3.5
U0093,Diamond,H083,11/17/24,11/18/24,1,315,Leisure,Family,2
U0093,Diamond,H021,8/31/24,9/2/24,2,888,Leisure,Couple,4
U0093,Diamond,H061,6/25/23,6/28/23,3,1092,Family,Family,3
U0093,Diamond,H073,7/28/25,7/30/25,2,600,Family,Family,3
U0093,Diamond,H011,3/18/24,3/25/24,7,4613,Family,Family,4
U0093,Diamond,H002,9/8/23,9/11/23,3,1029,Family,Family,3.5
U0094,Classic,H051,11/21/25,11/25/25,4,1212,Leisure,Family,2
U0094,Classic,H022,7/9/24,7/12/24,3,1194,Leisure,Group,2
U0094,Classic,H056,1/2/25,1/5/25,3,240,Family,Family,1.5
U0094,Classic,H021,6/27/25,7/1/25,4,1708,Business,Solo,2
U0094,Classic,H079,6/4/24,6/8/24,4,212,Leisure,Group,1
U0094,Classic,H062,11/11/23,11/15/23,4,2156,Leisure,Solo,1.5
U0094,Classic,H031,2/6/25,2/10/25,4,2160,Leisure,Couple,2
U0094,Classic,H023,12/18/24,12/21/24,3,612,Leisure,Group,1
U0095,Platinum,H042,6/5/23,6/10/23,5,2290,Business,Group,1
U0095,Platinum,H082,6/20/24,6/27/24,7,3094,Leisure,Couple,1.5
U0095,Platinum,H093,6/24/25,7/1/25,7,1183,Leisure,Couple,2
U0095,Platinum,H062,4/17/25,4/21/25,4,2364,Leisure,Solo,1.5
U0095,Platinum,H006,12/1/23,12/6/23,5,550,Leisure,Solo,1
U0095,Platinum,H091,5/10/24,5/13/24,3,1197,Leisure,Solo,1.5
U0095,Platinum,H018,10/17/23,10/31/23,14,910,Leisure,Couple,1
U0095,Platinum,H024,9/11/25,9/25/25,14,3752,Family,Family,1.5
U0095,Platinum,H005,12/11/25,12/13/25,2,146,Business,Solo,1.5
U0095,Platinum,H096,10/30/25,11/13/25,14,1400,Leisure,Family,1.5
U0095,Platinum,H084,12/30/25,1/2/26,3,717,Leisure,Couple,2.5
U0095,Platinum,H046,8/1/24,8/15/24,14,1512,Leisure,Family,1.5
U0095,Platinum,H090,9/2/24,9/3/24,1,73,Leisure,Couple,1.5
U0095,Platinum,H097,8/29/24,9/2/24,4,596,Business,Group,1.5
U0096,Diamond,H032,11/8/24,11/11/24,3,1353,Business,Solo,4.5
U0096,Diamond,H071,7/11/23,7/14/23,3,1188,Leisure,Couple,4.5
U0096,Diamond,H052,11/23/24,11/26/24,3,1089,Business,Solo,4
U0096,Diamond,H062,8/13/23,8/14/23,1,488,Business,Group,5
U0096,Diamond,H042,1/10/24,1/11/24,1,471,Business,Group,5
U0096,Diamond,H095,7/5/25,7/7/25,2,380,Business,Solo,2.5
U0096,Diamond,H021,6/29/25,7/2/25,3,1254,Business,Solo,5
U0096,Diamond,H034,9/14/25,9/21/25,7,2569,Business,Solo,3.5
U0096,Diamond,H023,1/6/24,1/7/24,1,208,Business,Solo,3.5
U0096,Diamond,H072,9/5/23,9/7/23,2,964,Business,Solo,4.5
U0096,Diamond,H003,3/14/24,3/19/24,5,1190,Leisure,Solo,4.5
U0096,Diamond,H001,7/8/24,7/12/24,4,2036,Business,Solo,4
U0096,Diamond,H035,6/14/25,6/17/25,3,561,Family,Couple,3
U0096,Diamond,H033,12/17/25,12/20/25,3,897,Business,Group,3.5
U0096,Diamond,H094,10/7/24,10/10/24,3,891,Business,Solo,4
U0096,Diamond,H022,5/28/25,5/31/25,3,1263,Leisure,Solo,5
U0096,Diamond,H083,12/7/25,12/12/25,5,1320,Leisure,Solo,4
U0096,Diamond,H051,1/25/24,1/30/24,5,1810,Business,Solo,4.5
U0096,Diamond,H061,12/28/24,12/31/24,3,1149,Business,Solo,4.5
U0096,Diamond,H011,12/5/24,12/7/24,2,1018,Business,Solo,5
U0096,Diamond,H040,10/4/23,10/18/23,14,1274,Business,Solo,1
U0097,Silver,H003,6/1/24,6/15/24,14,4004,Leisure,Family,3
U0097,Silver,H041,6/20/23,6/23/23,3,1374,Family,Family,3
U0097,Silver,H001,10/9/23,10/23/23,14,6622,Family,Couple,4
U0097,Silver,H031,12/15/23,12/19/23,4,1856,Leisure,Family,3
U0097,Silver,H032,12/29/23,1/1/24,3,1398,Leisure,Family,4
U0097,Silver,H033,3/23/24,3/26/24,3,987,Family,Family,3
U0097,Silver,H094,7/6/24,7/8/24,2,454,Family,Family,3.5
U0097,Silver,H029,6/26/23,6/28/23,2,124,Leisure,Family,1.5
U0097,Silver,H023,12/7/23,12/10/23,3,756,Leisure,Group,4.5
U0097,Silver,H011,8/17/24,8/21/24,4,2424,Leisure,Family,3.5
U0097,Silver,H047,11/9/24,11/23/24,14,2170,Family,Family,3.5
U0097,Silver,H012,6/5/24,6/19/24,14,6748,Family,Family,3.5
U0097,Silver,H061,8/17/23,8/22/23,5,2135,Family,Family,3
U0097,Silver,H063,9/19/23,9/22/23,3,897,Business,Solo,2.5
U0098,Gold,H017,11/8/25,11/10/25,2,294,Leisure,Family,2
U0098,Gold,H062,6/20/23,6/25/23,5,2970,Leisure,Family,3.5
U0098,Gold,H003,5/1/25,5/15/25,14,3584,Family,Family,3.5
U0098,Gold,H031,10/9/25,10/14/25,5,2505,Leisure,Family,3.5
U0098,Gold,H012,6/21/24,6/26/24,5,2505,Family,Family,3
U0098,Gold,H054,5/18/25,5/22/25,4,1192,Family,Family,2.5
U0098,Gold,H063,12/1/25,12/4/25,3,720,Family,Family,2.5
U0098,Gold,H071,11/26/23,12/3/23,7,2800,Family,Couple,2.5
U0098,Gold,H023,11/29/23,12/1/23,2,530,Leisure,Family,2.5
U0098,Gold,H007,1/4/25,1/7/25,3,279,Family,Family,2
U0098,Gold,H005,8/21/23,8/22/23,1,179,Family,Family,2
U0098,Gold,H041,2/16/25,2/19/25,3,1287,Family,Couple,3
U0099,Silver,H090,1/13/24,1/16/24,3,297,Leisure,Couple,2
U0099,Silver,H062,1/16/24,1/19/24,3,1539,Leisure,Couple,3.5
U0099,Silver,H004,3/25/24,3/30/24,5,875,Leisure,Family,3
U0099,Silver,H012,4/24/24,4/27/24,3,1083,Leisure,Couple,4
U0099,Silver,H061,11/7/24,11/10/24,3,1104,Leisure,Couple,2.5
U0099,Silver,H071,11/7/23,11/8/23,1,444,Leisure,Couple,3.5
U0099,Silver,H082,4/5/25,4/12/25,7,3360,Business,Solo,3.5
U0099,Silver,H092,11/14/23,11/18/23,4,2352,Leisure,Group,3
U0100,Gold,H021,6/29/25,7/4/25,5,2545,Family,Family,3.5
U0100,Gold,H056,1/25/24,1/28/24,3,243,Family,Family,1.5
U0100,Gold,H052,9/18/23,9/20/23,2,1168,Family,Family,3
U0100,Gold,H033,7/4/23,7/6/23,2,658,Leisure,Family,3.5
U0100,Gold,H083,12/21/24,12/24/24,3,726,Family,Family,2.5
U0100,Gold,H062,6/18/23,6/23/23,5,2245,Leisure,Family,3.5
U0100,Gold,H071,12/22/24,12/26/24,4,1820,Leisure,Couple,3.5
U0101,Gold,H011,5/15/25,5/18/25,3,1521,Leisure,Family,2
U0101,Gold,H004,11/8/24,11/12/24,4,720,Leisure,Solo,3
U0101,Gold,H072,3/15/24,3/17/24,2,884,Family,Family,3.5
U0101,Gold,H070,12/22/25,12/27/25,5,330,Business,Solo,1
U0101,Gold,H003,4/5/25,4/6/25,1,235,Family,Family,3
U0101,Gold,H052,3/15/25,3/22/25,7,4732,Family,Family,3.5
U0101,Gold,H005,1/1/25,1/5/25,4,476,Family,Family,2
U0101,Gold,H088,10/7/23,10/10/23,3,294,Family,Family,2
U0101,Gold,H089,4/5/24,4/8/24,3,333,Leisure,Group,2
U0101,Gold,H066,3/24/25,3/26/25,2,224,Family,Family,2
U0101,Gold,H091,11/10/24,11/11/24,1,401,Family,Family,3
U0101,Gold,H080,8/10/25,8/13/25,3,243,Leisure,Family,1
U0101,Gold,H081,11/2/25,11/9/25,7,4354,Family,Family,2.5
U0102,Gold,H042,10/2/25,10/5/25,3,1698,Business,Solo,3.5
U0102,Gold,H072,11/2/25,11/6/25,4,1768,Leisure,Group,4
U0102,Gold,H012,7/3/24,7/5/24,2,1090,Leisure,Family,2.5
U0102,Gold,H053,8/1/24,8/3/24,2,572,Leisure,Couple,2.5
U0102,Gold,H084,8/6/23,8/8/23,2,526,Leisure,Couple,3
U0102,Gold,H011,7/22/25,7/29/25,7,4186,Leisure,Couple,4
U0102,Gold,H073,9/21/23,10/1/23,10,2890,Family,Family,3
U0102,Gold,H061,10/31/24,11/7/24,7,2450,Leisure,Couple,3
U0103,Platinum,H011,9/18/24,9/28/24,10,6140,Business,Solo,4.5
U0103,Platinum,H061,9/6/23,9/13/23,7,2625,Family,Family,5
U0103,Platinum,H082,10/5/23,10/8/23,3,1266,Leisure,Solo,4
U0103,Platinum,H091,4/6/24,4/11/24,5,2075,Business,Solo,4.5
U0103,Platinum,H093,12/28/24,1/4/25,7,1666,Business,Solo,3.5
U0103,Platinum,H072,12/19/23,12/26/23,7,3283,Business,Group,4.5
U0103,Platinum,H012,1/20/24,1/27/24,7,2961,Business,Solo,4.5
U0103,Platinum,H032,10/8/24,10/10/24,2,938,Business,Group,4
U0103,Platinum,H065,3/20/25,3/24/25,4,288,Business,Group,3.5
U0103,Platinum,H044,8/23/24,8/25/24,2,554,Business,Solo,3.5
U0103,Platinum,H081,9/29/25,10/1/25,2,1006,Leisure,Solo,3.5
U0103,Platinum,H034,11/25/23,11/26/23,1,330,Leisure,Solo,3.5
U0103,Platinum,H002,8/11/24,8/12/24,1,344,Business,Solo,5
U0103,Platinum,H051,10/20/25,10/27/25,7,2289,Business,Group,4
U0103,Platinum,H021,2/24/25,2/28/25,4,1876,Leisure,Couple,5
U0104,Gold,H067,9/29/24,10/1/24,2,190,Leisure,Group,3
U0104,Gold,H094,10/8/24,10/11/24,3,708,Family,Family,2.5
U0104,Gold,H085,9/21/23,9/26/23,5,540,Leisure,Solo,2
U0104,Gold,H032,2/6/24,2/16/24,10,4320,Business,Solo,3.5
U0104,Gold,H099,6/14/23,6/18/23,4,224,Leisure,Couple,2
U0104,Gold,H001,7/4/23,7/6/23,2,772,Family,Family,3
U0104,Gold,H002,12/30/24,1/9/25,10,3460,Leisure,Couple,4
U0104,Gold,H081,3/4/24,3/18/24,14,7364,Leisure,Group,3.5
U0104,Gold,H017,12/30/24,1/4/25,5,670,Business,Solo,1.5
U0105,Gold,H052,11/1/25,11/4/25,3,1545,Business,Solo,3.5
U0105,Gold,H079,8/28/25,9/2/25,5,415,Leisure,Couple,2
U0105,Gold,H072,2/20/24,3/1/24,10,4330,Leisure,Group,4.5
U0105,Gold,H061,12/20/25,1/3/26,14,5222,Family,Family,3.5
U0105,Gold,H022,12/30/24,1/3/25,4,1420,Leisure,Family,3
U0105,Gold,H041,7/28/25,7/31/25,3,1353,Leisure,Couple,2.5
U0105,Gold,H084,11/12/25,11/26/25,14,2884,Leisure,Family,2.5
U0105,Gold,H007,12/11/25,12/14/25,3,258,Family,Family,3
U0105,Gold,H063,8/17/24,8/19/24,2,460,Family,Family,3
U0106,Gold,H032,6/2/23,6/4/23,2,894,Family,Family,3
U0106,Gold,H016,10/24/25,10/26/25,2,312,Leisure,Family,2
U0106,Gold,H082,8/20/24,8/21/24,1,442,Family,Family,3.5
U0106,Gold,H084,9/10/25,9/11/25,1,188,Leisure,Family,3
U0106,Gold,H029,10/20/23,10/24/23,4,320,Leisure,Family,1.5
U0106,Gold,H081,12/24/25,12/29/25,5,2650,Family,Family,3.5
U0106,Gold,H008,3/24/25,3/31/25,7,672,Leisure,Family,2
U0106,Gold,H072,10/8/23,10/11/23,3,1566,Family,Couple,3.5
U0106,Gold,H057,10/22/24,10/27/24,5,590,Family,Family,1.5
U0106,Gold,H024,1/19/25,1/23/25,4,1128,Leisure,Solo,1.5
U0106,Gold,H022,7/22/23,7/26/23,4,1764,Leisure,Family,3
U0106,Gold,H094,12/14/24,12/16/24,2,510,Leisure,Family,2
U0106,Gold,H083,6/13/23,6/17/23,4,1192,Family,Family,2.5
U0107,Gold,H033,12/20/23,12/23/23,3,933,Leisure,Family,2.5
U0107,Gold,H061,3/4/25,3/9/25,5,2360,Leisure,Family,3.5
U0107,Gold,H052,7/8/25,7/11/25,3,1929,Leisure,Couple,3.5
U0107,Gold,H093,5/5/24,5/9/24,4,672,Leisure,Group,3.5
U0107,Gold,H014,6/6/23,6/9/23,3,756,Leisure,Group,3
U0107,Gold,H032,8/24/23,9/7/23,14,5838,Family,Family,4
U0107,Gold,H082,7/12/24,7/14/24,2,918,Leisure,Couple,4
U0107,Gold,H091,4/4/24,4/7/24,3,1167,Family,Family,4
U0107,Gold,H031,3/16/24,3/26/24,10,6080,Family,Couple,3.5
U0107,Gold,H003,10/1/23,10/4/23,3,738,Leisure,Couple,3.5
U0107,Gold,H041,6/26/24,6/29/24,3,1371,Leisure,Group,4
U0107,Gold,H034,1/12/24,1/17/24,5,1025,Leisure,Family,2
U0107,Gold,H095,8/19/25,8/24/25,5,575,Family,Family,2
U0107,Gold,H042,8/23/25,8/27/25,4,1804,Leisure,Solo,4
U0108,Platinum,H031,4/13/24,4/17/24,4,2348,Business,Solo,4.5
U0108,Platinum,H032,2/21/25,2/24/25,3,1248,Business,Group,4.5
U0108,Platinum,H041,10/27/25,11/1/25,5,2180,Business,Solo,5
U0108,Platinum,H073,8/6/23,8/8/23,2,506,Business,Group,3.5
U0108,Platinum,H064,1/11/25,1/15/25,4,676,Business,Group,3.5
U0108,Platinum,H001,4/7/24,4/12/24,5,2115,Business,Solo,5
U0108,Platinum,H051,9/1/24,9/4/24,3,999,Business,Solo,4
U0108,Platinum,H071,6/19/23,6/22/23,3,1320,Business,Solo,3
U0108,Platinum,H092,11/5/23,11/8/23,3,1269,Leisure,Solo,5
U0108,Platinum,H081,7/12/25,7/26/25,14,7098,Business,Solo,4.5
U0108,Platinum,H061,10/16/25,10/19/25,3,1191,Business,Solo,4
U0108,Platinum,H002,6/11/25,6/12/25,1,384,Business,Group,3.5
U0108,Platinum,H086,11/29/24,12/4/24,5,615,Business,Solo,2.5
U0108,Platinum,H026,5/6/25,5/13/25,7,1071,Leisure,Solo,3
U0108,Platinum,H062,6/18/23,6/22/23,4,1920,Business,Solo,4.5
U0108,Platinum,H084,10/8/24,10/13/24,5,1245,Business,Solo,4
U0108,Platinum,H021,1/19/25,1/22/25,3,1617,Business,Solo,3.5
U0108,Platinum,H063,3/21/24,3/26/24,5,1055,Family,Family,3
U0108,Platinum,H012,6/22/24,6/27/24,5,2120,Business,Solo,5
U0108,Platinum,H042,3/26/24,3/29/24,3,1845,Leisure,Couple,5
U0109,Platinum,H066,2/21/24,2/24/24,3,201,Business,Solo,2.5
U0109,Platinum,H043,1/9/25,1/12/25,3,960,Business,Group,3
U0109,Platinum,H063,8/30/23,9/2/23,3,816,Business,Group,3.5
U0109,Platinum,H042,7/2/23,7/7/23,5,2615,Business,Group,4
U0109,Platinum,H026,7/14/23,7/19/23,5,770,Business,Solo,1.5
U0109,Platinum,H023,1/2/25,1/3/25,1,228,Business,Solo,3
U0109,Platinum,H067,11/20/25,12/4/25,14,2282,Business,Group,3
U0109,Platinum,H022,11/30/25,12/4/25,4,1892,Business,Solo,3.5
U0109,Platinum,H064,11/21/23,11/24/23,3,543,Business,Solo,2.5
U0109,Platinum,H032,3/26/25,4/2/25,7,2891,Business,Group,4
U0110,Classic,H021,4/24/24,5/1/24,7,3234,Leisure,Group,3.5
U0110,Classic,H024,3/7/25,3/9/25,2,430,Family,Family,3
U0110,Classic,H022,12/1/23,12/5/23,4,1956,Business,Group,3
U0110,Classic,H044,9/26/23,9/29/23,3,945,Family,Family,3.5
U0111,Platinum,H042,6/9/25,6/12/25,3,1188,Business,Group,5
U0111,Platinum,H011,7/12/23,7/26/23,14,6762,Business,Group,3.5
U0111,Platinum,H091,12/31/23,1/3/24,3,1179,Leisure,Solo,3.5
U0111,Platinum,H092,10/22/25,10/27/25,5,2060,Business,Group,4
U0111,Platinum,H093,8/24/24,8/27/24,3,528,Leisure,Couple,4
U0111,Platinum,H002,3/29/25,3/30/25,1,346,Business,Solo,4.5
U0111,Platinum,H097,10/1/25,10/4/25,3,594,Leisure,Group,2
U0111,Platinum,H061,11/13/23,11/20/23,7,2835,Leisure,Couple,4
U0111,Platinum,H062,12/14/24,12/18/24,4,1972,Business,Solo,4
U0111,Platinum,H012,10/8/25,10/10/25,2,882,Family,Family,5
U0112,Gold,H012,11/3/24,11/13/24,10,3970,Leisure,Solo,3
U0112,Gold,H001,3/3/24,3/8/24,5,2085,Leisure,Family,4
U0112,Gold,H088,7/15/23,7/20/23,5,570,Leisure,Couple,2
U0112,Gold,H081,4/19/25,4/22/25,3,1509,Business,Solo,3.5
U0112,Gold,H093,10/1/23,10/8/23,7,1295,Leisure,Couple,3
U0112,Gold,H002,6/21/25,6/28/25,7,2408,Leisure,Solo,3.5
U0112,Gold,H009,11/14/24,11/24/24,10,1190,Family,Couple,2
U0112,Gold,H063,5/30/25,6/1/25,2,556,Leisure,Couple,3
U0112,Gold,H055,12/29/23,1/2/24,4,576,Leisure,Couple,3
U0112,Gold,H035,9/14/24,9/17/24,3,537,Family,Family,3.5
U0113,Silver,H021,9/23/25,9/26/25,3,1455,Leisure,Couple,1.5
U0113,Silver,H051,3/27/25,3/30/25,3,1122,Family,Couple,1.5
U0113,Silver,H053,2/24/24,2/29/24,5,955,Leisure,Solo,2
U0113,Silver,H025,9/5/24,9/8/24,3,645,Leisure,Group,1
U0113,Silver,H007,4/29/24,5/3/24,4,356,Leisure,Group,1
U0113,Silver,H074,3/16/25,3/26/25,10,3300,Leisure,Couple,1
U0113,Silver,H075,12/26/24,12/29/24,3,336,Leisure,Group,1
U0113,Silver,H100,1/24/24,1/31/24,7,644,Business,Solo,1
U0113,Silver,H090,5/23/24,5/26/24,3,243,Family,Family,2
U0114,Platinum,H047,7/30/25,8/1/25,2,290,Leisure,Group,2.5
U0114,Platinum,H040,2/18/24,2/21/24,3,258,Leisure,Solo,1
U0114,Platinum,H021,10/11/24,10/16/24,5,2210,Business,Solo,3
U0114,Platinum,H071,7/5/25,7/6/25,1,442,Business,Solo,2.5
U0114,Platinum,H061,10/1/24,10/3/24,2,872,Leisure,Couple,2.5
U0114,Platinum,H009,5/9/25,5/12/25,3,306,Leisure,Solo,1.5
U0114,Platinum,H091,6/15/25,6/17/25,2,776,Family,Couple,3.5
U0114,Platinum,H052,6/17/23,6/19/23,2,992,Leisure,Family,3
U0114,Platinum,H023,8/5/24,8/8/24,3,669,Leisure,Family,2
U0114,Platinum,H020,7/17/25,7/24/25,7,686,Leisure,Family,1
U0114,Platinum,H012,3/15/25,3/29/25,14,5502,Family,Family,3
U0114,Platinum,H041,8/30/25,8/31/25,1,437,Leisure,Solo,2.5
U0114,Platinum,H042,12/6/24,12/10/24,4,2212,Business,Solo,2.5
U0115,Platinum,H022,6/14/24,6/16/24,2,1112,Business,Solo,4
U0115,Platinum,H042,8/17/24,8/21/24,4,1692,Business,Solo,4
U0115,Platinum,H061,10/27/25,10/29/25,2,870,Leisure,Solo,4.5
U0115,Platinum,H011,11/25/24,11/26/24,1,473,Business,Solo,3.5
U0115,Platinum,H013,9/11/24,9/13/24,2,554,Business,Solo,4
U0115,Platinum,H021,8/9/25,8/12/25,3,1299,Business,Solo,5
U0115,Platinum,H093,7/31/24,8/5/24,5,845,Leisure,Couple,3.5
U0115,Platinum,H032,7/28/23,8/7/23,10,4660,Business,Solo,5
U0115,Platinum,H052,12/22/23,12/26/23,4,1288,Business,Solo,4.5
U0115,Platinum,H023,6/24/25,6/27/25,3,672,Business,Group,3.5
U0116,Silver,H043,7/24/24,7/28/24,4,1072,Business,Solo,1
U0116,Silver,H024,8/1/24,8/3/24,2,488,Leisure,Group,1
U0116,Silver,H067,6/14/24,6/17/24,3,483,Family,Family,1
U0116,Silver,H072,12/7/23,12/11/23,4,1880,Leisure,Group,1.5
U0117,Silver,H012,12/21/25,12/26/25,5,2640,Family,Family,3.5
U0117,Silver,H052,10/22/23,11/1/23,10,3610,Leisure,Family,4
U0117,Silver,H014,6/29/24,7/2/24,3,690,Leisure,Group,3
U0117,Silver,H002,6/6/24,6/13/24,7,2653,Family,Family,3
U0117,Silver,H081,11/26/24,12/1/24,5,3060,Family,Family,3
U0117,Silver,H055,2/21/25,2/24/25,3,351,Family,Couple,1.5
U0117,Silver,H032,11/5/24,11/8/24,3,1443,Family,Couple,2.5
U0117,Silver,H091,1/6/24,1/13/24,7,2863,Family,Couple,3
U0118,Gold,H054,9/8/23,9/9/23,1,306,Leisure,Group,3.5
U0118,Gold,H031,2/23/24,3/4/24,10,5220,Leisure,Family,2.5
U0118,Gold,H001,3/22/24,3/27/24,5,2545,Leisure,Family,3.5
U0118,Gold,H017,3/22/25,4/1/25,10,1220,Family,Family,2.5
U0118,Gold,H011,3/10/25,3/14/25,4,1652,Business,Group,3.5
U0118,Gold,H082,8/8/23,8/10/23,2,904,Leisure,Couple,3.5
U0118,Gold,H022,11/23/24,11/24/24,1,490,Leisure,Couple,3.5
U0118,Gold,H024,12/18/23,12/21/23,3,759,Leisure,Solo,2.5
U0118,Gold,H092,9/5/23,9/6/23,1,393,Leisure,Family,2.5
U0118,Gold,H033,10/26/25,10/30/25,4,924,Leisure,Couple,3.5
U0118,Gold,H008,3/4/24,3/11/24,7,329,Leisure,Family,2
U0118,Gold,H005,6/12/24,6/26/24,14,2100,Leisure,Family,2.5
U0118,Gold,H061,12/4/23,12/7/23,3,1356,Leisure,Couple,3.5
U0118,Gold,H021,10/8/23,10/12/23,4,1796,Family,Family,2.5
U0119,Gold,H061,11/17/25,11/27/25,10,4350,Family,Family,3.5
U0119,Gold,H042,7/18/25,7/22/25,4,1540,Family,Couple,3
U0119,Gold,H012,1/10/25,1/13/25,3,1083,Leisure,Family,3
U0119,Gold,H093,7/12/25,7/15/25,3,507,Family,Family,2.5
U0119,Gold,H071,6/14/24,6/17/24,3,1236,Leisure,Family,3.5
U0119,Gold,H022,10/14/24,10/15/24,1,468,Family,Family,3
U0119,Gold,H053,3/25/24,3/27/24,2,406,Family,Family,2
U0119,Gold,H006,5/30/25,6/2/25,3,351,Family,Family,2.5
U0119,Gold,H014,5/21/25,5/25/25,4,868,Family,Family,3
U0120,Gold,H005,9/16/24,9/19/24,3,369,Leisure,Group,1
U0120,Gold,H067,12/6/25,12/8/25,2,362,Leisure,Group,2
U0120,Gold,H054,1/20/24,1/24/24,4,1408,Business,Solo,2
U0120,Gold,H033,4/4/25,4/9/25,5,1660,Leisure,Couple,2.5
U0120,Gold,H069,4/18/25,4/20/25,2,238,Leisure,Solo,2
U0120,Gold,H052,12/18/24,12/23/24,5,2425,Family,Couple,1.5
U0120,Gold,H045,8/13/24,8/14/24,1,136,Business,Solo,2
U0120,Gold,H050,1/16/24,1/19/24,3,216,Leisure,Couple,1
U0120,Gold,H062,10/24/25,10/31/25,7,3514,Leisure,Solo,2
U0121,Diamond,H007,12/28/25,1/1/26,4,272,Business,Solo,2.5
U0121,Diamond,H003,9/7/24,9/10/24,3,855,Leisure,Couple,3
U0121,Diamond,H012,4/27/25,5/1/25,4,1572,Business,Solo,2.5
U0121,Diamond,H072,11/29/23,12/9/23,10,5080,Leisure,Solo,3
U0121,Diamond,H071,12/4/23,12/7/23,3,1290,Family,Couple,3.5
U0121,Diamond,H052,12/17/25,12/19/25,2,960,Business,Group,3.5
U0121,Diamond,H042,4/22/24,4/26/24,4,2508,Family,Family,4
U0121,Diamond,H084,6/1/24,6/11/24,10,2550,Family,Family,3
U0121,Diamond,H079,7/13/24,7/16/24,3,219,Family,Family,1.5
U0121,Diamond,H080,2/6/24,2/16/24,10,830,Leisure,Solo,1
U0121,Diamond,H061,10/2/23,10/5/23,3,1416,Family,Family,3.5
U0121,Diamond,H082,10/26/25,10/29/25,3,1296,Leisure,Group,3.5
U0121,Diamond,H091,8/15/25,8/20/25,5,2055,Leisure,Family,4.5
U0121,Diamond,H001,1/31/25,2/1/25,1,557,Leisure,Solo,3
U0121,Diamond,H002,11/26/25,11/27/25,1,384,Family,Family,4
U0121,Diamond,H093,1/23/25,1/26/25,3,648,Business,Solo,4
U0121,Diamond,H026,10/7/24,10/10/24,3,618,Leisure,Couple,2
U0121,Diamond,H081,5/16/25,5/23/25,7,3668,Family,Family,3
U0122,Silver,H012,10/4/23,10/6/23,2,1022,Business,Solo,4.5
U0122,Silver,H001,9/5/24,9/12/24,7,3220,Business,Group,4.5
U0122,Silver,H055,2/3/25,2/6/25,3,393,Business,Solo,2.5
U0122,Silver,H052,1/25/24,2/1/24,7,2996,Business,Solo,4.5
U0122,Silver,H094,10/1/25,10/3/25,2,548,Business,Solo,3
U0123,Platinum,H061,1/21/25,1/23/25,2,910,Family,Family,4.5
U0123,Platinum,H082,9/20/23,9/22/23,2,934,Business,Group,4
U0123,Platinum,H003,4/26/24,4/27/24,1,312,Business,Solo,3
U0123,Platinum,H042,1/24/24,1/27/24,3,1896,Leisure,Couple,4.5
U0123,Platinum,H095,7/21/23,7/25/23,4,592,Business,Group,3
U0123,Platinum,H072,10/16/23,10/20/23,4,2056,Business,Solo,3.5
U0123,Platinum,H092,7/31/23,8/1/23,1,425,Business,Solo,4
U0123,Platinum,H063,1/9/25,1/12/25,3,795,Leisure,Solo,3.5
U0123,Platinum,H044,11/24/24,11/27/24,3,774,Leisure,Group,4
U0123,Platinum,H091,9/26/24,9/28/24,2,780,Leisure,Solo,3.5
U0123,Platinum,H081,7/2/23,7/5/23,3,1548,Business,Group,4.5
U0123,Platinum,H062,9/21/24,9/25/24,4,1888,Business,Solo,4.5
U0123,Platinum,H024,11/23/24,11/24/24,1,285,Leisure,Group,3.5
U0123,Platinum,H002,11/4/23,11/14/23,10,3790,Business,Group,4
U0123,Platinum,H052,12/23/24,12/30/24,7,2394,Business,Solo,4
U0123,Platinum,H012,6/2/23,6/16/23,14,7028,Business,Group,4.5
U0123,Platinum,H071,10/26/25,10/29/25,3,1284,Business,Solo,3
U0123,Platinum,H049,9/5/23,9/7/23,2,158,Business,Group,2.5
U0123,Platinum,H031,6/19/23,6/23/23,4,2128,Business,Group,4
U0123,Platinum,H022,3/31/25,4/4/25,4,1764,Business,Group,4.5
U0123,Platinum,H001,6/8/23,6/18/23,10,5170,Business,Group,4
U0123,Platinum,H074,3/12/25,3/15/25,3,1104,Leisure,Solo,3.5
U0124,Platinum,H016,3/12/25,3/17/25,5,785,Family,Family,1.5
U0124,Platinum,H048,5/3/25,5/8/25,5,695,Leisure,Couple,1
U0124,Platinum,H046,7/29/24,8/8/24,10,980,Leisure,Solo,1.5
U0124,Platinum,H095,3/7/25,3/10/25,3,612,Leisure,Family,1.5
U0124,Platinum,H042,6/5/25,6/7/25,2,972,Leisure,Group,2
U0124,Platinum,H078,10/16/23,10/19/23,3,339,Business,Solo,1
U0124,Platinum,H094,10/10/25,10/13/25,3,888,Leisure,Solo,2
U0124,Platinum,H087,12/27/23,1/10/24,14,2618,Leisure,Couple,1.5
U0124,Platinum,H021,2/13/25,2/17/25,4,2104,Family,Family,2.5
U0124,Platinum,H033,7/1/24,7/3/24,2,408,Leisure,Solo,1.5
U0124,Platinum,H038,12/31/23,1/7/24,7,672,Family,Family,1
U0125,Diamond,H071,6/13/25,6/14/25,1,466,Family,Family,3
